"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL3947838";"";"";"Small molecule";"";"490.51";"1";"1";"5.69";"82.63";"3";"2";"1";"6";"N";"0.36";"3.43";"None";"5.16";"1.77";"4";"MOL";"-1";"36";"6";"2";"1";"490.1704";"-0.98";"ACID";"C28H24F2N2O4";"Cc1cc2c(-c3ccc(OCc4cccc(C(=O)N5CCC[C@H]5C(=O)O)c4)cc3)cc(F)c(F)c2[nH]1";"KMGLFQRKVWGFPH-DEOSSOPVSA-N"
"CHEMBL3923271";"";"";"Small molecule";"";"476.39";"2";"2";"2.65";"125.34";"8";"4";"0";"6";"N";"0.24";"7.24";"2.31";"2.19";"1.81";"3";"MOL";"-1";"34";"10";"4";"0";"476.1332";"-1.41";"NEUTRAL";"C20H16F4N8O2";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NCc4ccc(F)cc4C(F)(F)F)nc23)N1";"GEFCSCRAICUSBR-RZNTYIFUSA-N"
"CHEMBL3943896";"";"";"Small molecule";"";"422.51";"1";"1";"4.35";"85.36";"5";"1";"0";"7";"N";"0.57";"13.64";"4.84";"3.92";"3.92";"3";"MOL";"-1";"30";"6";"1";"0";"422.1300";"-1.56";"NEUTRAL";"C23H22N2O4S";"CC(C)Oc1cccc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)c1";"AYDKEQPACJVIKJ-MDWZMJQESA-N"
"CHEMBL2325496";"";"";"Small molecule";"";"439.48";"3";"3";"4.31";"103.78";"9";"1";"0";"7";"N";"0.40";"None";"3.99";"4.06";"4.06";"5";"MOL";"-1";"33";"9";"1";"0";"439.1757";"-1.95";"NEUTRAL";"C24H21N7O2";"COc1ccc(-n2c(NCc3nc(-c4ccc(C)cc4)no3)nnc2-c2ccncc2)cc1";"OHTRDNZWSHARAH-UHFFFAOYSA-N"
"CHEMBL3654420";"";"";"Small molecule";"";"410.47";"1";"1";"3.71";"56.31";"5";"1";"0";"3";"N";"0.72";"None";"8.83";"2.97";"1.51";"3";"MOL";"-1";"30";"5";"2";"0";"410.1918";"-0.97";"BASE";"C23H24F2N4O";"N[C@H]1C[C@@H](N2Cc3cnn(-c4ccccc4)c3C2)CCO[C@@H]1c1cc(F)ccc1F";"HYYNKMBJAHIQSY-AVCGJXAMSA-N"
"CHEMBL3902599";"";"";"Small molecule";"";"458.40";"2";"2";"2.51";"125.34";"8";"4";"0";"6";"N";"0.33";"7.24";"2.31";"2.05";"1.67";"3";"MOL";"-1";"33";"10";"4";"0";"458.1427";"-1.32";"NEUTRAL";"C20H17F3N8O2";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NCc4ccccc4C(F)(F)F)nc23)N1";"ODJVPQVEZLDGIB-AUWJEWJLSA-N"
"CHEMBL3891154";"";"";"Small molecule";"";"442.92";"1";"1";"4.62";"85.36";"5";"1";"0";"7";"N";"0.54";"13.63";"4.84";"4.11";"4.11";"3";"MOL";"-1";"30";"6";"1";"0";"442.0754";"-1.64";"NEUTRAL";"C22H19ClN2O4S";"CCOc1ccc(Cl)cc1S(=O)(=O)c1ccc(NC(=O)/C=C/c2cccnc2)cc1";"JXJCTNXJSATKSB-LFYBBSHMSA-N"
"CHEMBL5076843";"";"";"Unknown";"";"426.99";"1";"2";"7.23";"41.99";"4";"1";"1";"3";"N";"0.38";"10.25";"None";"7.60";"7.60";"4";"MOL";"-1";"28";"3";"1";"1";"426.0627";"-2.10";"NEUTRAL";"C22H19ClN2OS2";"CC(C)(C)c1csc(NC(=O)c2cc3cc(-c4cccc(Cl)c4)ccc3s2)n1";"WTWWNGPKQBZSOD-UHFFFAOYSA-N"
"CHEMBL3939823";"";"";"Small molecule";"";"445.49";"2";"2";"2.15";"138.23";"9";"4";"0";"7";"N";"0.32";"7.24";"3.38";"1.16";"0.78";"3";"MOL";"-1";"33";"11";"4";"1";"445.1975";"-1.07";"NEUTRAL";"C22H23N9O2";"Cc1cccc(C(Nc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)C2CC2)n1";"HKADUNZSIGHJLP-SXGWCWSVSA-N"
"CHEMBL3904657";"";"";"Small molecule";"";"535.95";"1";"1";"2.31";"179.77";"11";"4";"2";"8";"N";"0.19";"9.52";"7.04";"1.61";"1.45";"3";"MOL";"-1";"38";"13";"5";"2";"535.1483";"-1.53";"NEUTRAL";"C24H22ClN9O4";"CC(N)C(=O)OCN1C(=O)N/C(=C\c2cnn3c(NC4CC4)cc(Nc4ccc(C#N)cc4Cl)nc23)C1=O";"CDCKTXGWRZIYPB-WSVATBPTSA-N"
"CHEMBL3900690";"";"";"Small molecule";"";"573.59";"1";"1";"4.85";"103.42";"7";"2";"1";"10";"N";"0.20";"None";"6.53";"5.44";"5.38";"3";"MOL";"-1";"41";"7";"3";"1";"573.2251";"-0.52";"NEUTRAL";"C30H31F4N3O4";"CC(C)[C@H](NCCc1cc(F)c(-n2c(N)c(C(=O)c3ccc(F)cc3F)ccc2=O)c(F)c1)C(=O)OC1CCCC1";"PZLMULRZZKUVNZ-SANMLTNESA-N"
"CHEMBL4107794";"";"";"Small molecule";"";"607.60";"1";"1";"5.57";"103.42";"7";"2";"2";"10";"N";"0.14";"None";"5.64";"5.92";"5.91";"4";"MOL";"-1";"44";"7";"3";"2";"607.2094";"-0.65";"NEUTRAL";"C33H29F4N3O4";"Nc1c(C(=O)c2ccc(F)cc2F)ccc(=O)n1-c1c(F)cc(CCN[C@@H](C(=O)OC2CCCC2)c2ccccc2)cc1F";"XARADUFHWOHIKA-GDLZYMKVSA-N"
"CHEMBL3917568";"";"";"Small molecule";"";"441.85";"1";"1";"3.27";"112.45";"7";"4";"0";"6";"N";"0.34";"7.24";"2.81";"2.48";"2.10";"3";"MOL";"-1";"31";"9";"4";"0";"441.1116";"-1.49";"NEUTRAL";"C20H17ClFN7O2";"O=C1NC(=O)/C(=C/c2cnn3c(NCC4CC4)cc(Nc4ccc(F)c(Cl)c4)nc23)N1";"QVRRGCSWOKYPIT-WCSRMQSCSA-N"
"CHEMBL3928659";"";"";"Small molecule";"";"524.97";"2";"2";"2.36";"141.99";"10";"4";"1";"7";"N";"0.21";"7.30";"6.33";"0.92";"0.79";"3";"MOL";"-1";"37";"12";"4";"2";"524.1687";"-1.47";"NEUTRAL";"C24H25ClN8O4";"COC(=O)CN1CCC(Nc2cc(Nc3cccc(Cl)c3)nc3c(/C=C4\NC(=O)NC4=O)cnn23)CC1";"CMEKOUBOAMAVPS-NVMNQCDNSA-N"
"CHEMBL3700427";"";"";"Small molecule";"";"430.51";"1";"1";"4.37";"103.27";"7";"3";"0";"9";"N";"0.34";"3.60";"9.19";"1.43";"1.42";"4";"MOL";"-1";"32";"8";"3";"0";"430.2117";"-1.22";"ZWITTERION";"C24H26N6O2";"CCN(CC)CCNc1ncc2c(n1)c(Nc1ccccc1)nc1cc(C(=O)O)ccc12";"LWZLXDSNFGFHCV-UHFFFAOYSA-N"
"CHEMBL2325499";"";"";"Small molecule";"";"442.91";"3";"4";"5.13";"82.52";"7";"0";"1";"6";"N";"0.36";"None";"3.77";"3.97";"3.97";"5";"MOL";"-1";"32";"7";"0";"1";"442.1309";"-1.91";"NEUTRAL";"C24H19ClN6O";"Cc1ccc(-c2nnc(CCc3nnc(-c4ccncc4)n3-c3ccccc3Cl)o2)cc1";"BSGNOJZPCZALIF-UHFFFAOYSA-N"
"CHEMBL3898169";"";"";"Small molecule";"";"506.59";"2";"2";"1.99";"123.97";"9";"3";"1";"6";"N";"0.35";"7.32";"6.43";"0.52";"0.40";"3";"MOL";"-1";"36";"11";"3";"2";"506.1849";"-1.63";"NEUTRAL";"C24H26N8O3S";"CCN1CCN(C(=O)c2ccc(-c3cc(NC4CC4)n4ncc(/C=C5\NC(=O)NC5=O)c4n3)s2)CC1";"VYIKUMXZYASIEC-BOPFTXTBSA-N"
"CHEMBL3900837";"";"";"Small molecule";"";"400.40";"2";"2";"1.60";"125.34";"8";"4";"0";"5";"N";"0.29";"7.24";"0.86";"1.56";"1.18";"3";"MOL";"-1";"30";"10";"4";"0";"400.1396";"-1.49";"NEUTRAL";"C20H16N8O2";"C#Cc1cccc(Nc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1";"KJPIJDUWFVHSIB-DHDCSXOGSA-N"
"CHEMBL1682298";"";"";"Small molecule";"";"428.37";"2";"2";"5.04";"97.23";"6";"2";"1";"5";"N";"0.43";"3.62";"0.59";"5.03";"1.69";"4";"MOL";"-1";"31";"7";"2";"1";"428.1096";"-1.25";"ACID";"C21H15F3N4O3";"CCOc1ncc2c(n1)c(Nc1cccc(C(F)(F)F)c1)nc1cc(C(=O)O)ccc12";"WCYPOVNIQMKPMM-UHFFFAOYSA-N"
"CHEMBL3952209";"";"";"Small molecule";"";"419.45";"2";"2";"1.76";"138.23";"9";"4";"0";"6";"N";"0.35";"7.24";"3.42";"0.73";"0.35";"3";"MOL";"-1";"31";"11";"4";"1";"419.1818";"-1.16";"NEUTRAL";"C20H21N9O2";"Cc1cccc(C(C)Nc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)n1";"SUBVKARHPPAQKT-NVNXTCNLSA-N"
"CHEMBL3973602";"";"";"Small molecule";"";"367.81";"1";"2";"3.11";"99.09";"7";"0";"0";"5";"N";"0.68";"None";"0.85";"2.47";"2.47";"3";"MOL";"-1";"24";"7";"0";"0";"367.0394";"-1.97";"NEUTRAL";"C15H14ClN3O4S";"Cc1noc(C)c1-c1nc(CS(=O)(=O)Cc2ccc(Cl)cc2)no1";"JSNXMSYOXHWBFH-UHFFFAOYSA-N"
"CHEMBL3654629";"";"";"Small molecule";"";"530.60";"1";"1";"3.62";"103.45";"6";"2";"1";"7";"N";"0.38";"13.20";"5.48";"2.71";"2.70";"4";"MOL";"-1";"39";"9";"2";"1";"530.2442";"-1.50";"NEUTRAL";"C29H31FN6O3";"COc1cccc(F)c1CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CC[C@H]1C(=O)N(C)C";"WTNZAAZMMYXXDC-NLFFAJNJSA-N"
"CHEMBL3974019";"";"";"Small molecule";"";"286.77";"2";"2";"2.80";"50.70";"4";"1";"0";"2";"N";"0.86";"None";"10.51";"1.57";"-1.30";"2";"MOL";"-1";"20";"4";"1";"0";"286.0985";"0.78";"BASE";"C15H15ClN4";"Clc1ncc(C2CC3CCC2N3)cc1-c1cncnc1";"SNAGHARKABPOIK-UHFFFAOYSA-N"
"CHEMBL3909790";"";"";"Small molecule";"";"489.54";"1";"1";"5.47";"76.07";"4";"1";"1";"6";"N";"0.50";"3.43";"None";"5.30";"1.91";"3";"MOL";"-1";"36";"6";"1";"1";"489.1952";"-0.66";"ACID";"C29H28FNO5";"CC1(C)Cc2cc(F)cc(-c3ccc(OCc4cccc(C(=O)N5CCC[C@H]5C(=O)O)c4)cc3)c2O1";"AUZREKDGMCOMAP-VWLOTQADSA-N"
"CHEMBL3677846";"";"";"Small molecule";"";"345.47";"1";"2";"3.08";"63.99";"5";"1";"0";"5";"N";"0.85";"None";"3.24";"2.57";"2.57";"2";"MOL";"-1";"24";"5";"1";"0";"345.1511";"-1.15";"NEUTRAL";"C18H23N3O2S";"Cc1cc(C)c2c(=O)n(CC(=O)NCCC3=CCCCC3)sc2n1";"TZLLYBAKYZJJGO-UHFFFAOYSA-N"
"CHEMBL3654628";"";"";"Small molecule";"";"499.59";"1";"1";"5.01";"83.14";"5";"2";"1";"6";"N";"0.39";"13.21";"7.14";"4.04";"3.85";"4";"MOL";"-1";"37";"7";"2";"1";"499.2384";"-1.01";"NEUTRAL";"C29H30FN5O2";"COc1cccc(F)c1CN1C2CCC(NC(=O)c3ccc4[nH]nc(-c5ccnc(C)c5)c4c3)C1CC2";"ZLWKUKMJHKRJMX-UHFFFAOYSA-N"
"CHEMBL118267";"";"";"Small molecule";"";"450.86";"4";"9";"1.63";"100.61";"5";"2";"0";"2";"N";"0.53";"4.48";"5.13";"0.79";"0.39";"4";"MOL";"-1";"25";"7";"2";"0";"354.0520";"-0.85";"ACID";"C18H15ClN4O6S";"CS(=O)(=O)O.O=c1[nH]n(Cc2cccnc2)c(=O)c2c(=O)c3ccc(Cl)cc3[nH]c12";"SEAYNQOCIBQAGY-UHFFFAOYSA-N"
"CHEMBL3889976";"";"";"Small molecule";"";"430.51";"1";"2";"1.99";"95.08";"6";"1";"0";"4";"N";"0.68";"11.25";"3.20";"2.55";"2.55";"3";"MOL";"-1";"32";"8";"1";"0";"430.2117";"-1.54";"NEUTRAL";"C24H26N6O2";"O=C(c1cccc(Cc2n[nH]c(=O)c3c2CCCC3)c1)N1CCN(c2ncccn2)CC1";"LRPGIHNBAYXLBG-UHFFFAOYSA-N"
"CHEMBL3987107";"";"";"Small molecule";"";"406.41";"2";"2";"1.63";"134.57";"9";"4";"0";"6";"N";"0.36";"7.24";"0.85";"1.25";"0.87";"3";"MOL";"-1";"30";"11";"4";"1";"406.1502";"-1.28";"NEUTRAL";"C19H18N8O3";"COc1cccc(Nc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1";"RIZYNJYFKDKGCK-AUWJEWJLSA-N"
"CHEMBL3943376";"";"";"Small molecule";"";"386.42";"1";"1";"0.72";"134.57";"9";"4";"0";"8";"N";"0.30";"7.24";"2.34";"0.17";"-0.21";"2";"MOL";"-1";"28";"11";"4";"1";"386.1815";"-1.31";"NEUTRAL";"C17H22N8O3";"CC(C)OCCNc1nc(NC2CC2)n2ncc(/C=C3\NC(=O)NC3=O)c2n1";"XUVFIXYINMRZJE-GHXNOFRVSA-N"
"CHEMBL3943207";"";"";"Small molecule";"";"479.55";"2";"2";"1.52";"154.44";"9";"5";"0";"7";"N";"0.30";"7.24";"2.27";"0.79";"0.41";"2";"MOL";"-1";"35";"12";"5";"1";"479.2393";"-1.09";"NEUTRAL";"C23H29N9O3";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(N[C@H]4CC[C@H](NC(=O)C5CCC5)CC4)nc23)N1";"BSNUVJBTCSOABH-HJGBLPHTSA-N"
"CHEMBL3700548";"";"";"Small molecule";"";"406.36";"1";"1";"6.05";"62.22";"4";"2";"1";"3";"N";"0.41";"3.62";"1.54";"5.72";"2.38";"4";"MOL";"-1";"28";"4";"2";"1";"406.0399";"-1.69";"ACID";"C19H10F4N2O2S";"O=C(O)c1ccc2c(c1)nc(Nc1cc(F)cc(C(F)(F)F)c1)c1ccsc12";"IYTNMPJUQIAHHS-UHFFFAOYSA-N"
"CHEMBL3905940";"";"";"Small molecule";"";"425.53";"3";"3";"5.67";"69.28";"4";"2";"1";"7";"N";"0.38";"None";"3.08";"4.94";"4.94";"4";"MOL";"-1";"32";"5";"3";"1";"425.2103";"-1.12";"NEUTRAL";"C27H27N3O2";"COCCn1cc(C2CC2)c2cc(C(=O)Nc3cc(-c4ccccc4)ccc3N)ccc21";"QPOARGTVBCWGPE-UHFFFAOYSA-N"
"CHEMBL3654498";"";"";"Small molecule";"";"500.57";"2";"2";"4.97";"87.32";"5";"2";"1";"7";"N";"0.35";"13.23";"6.55";"4.16";"4.10";"4";"MOL";"-1";"37";"7";"2";"1";"500.2224";"-1.44";"NEUTRAL";"C29H29FN4O3";"COc1cccc(F)c1CN1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccc(C(C)=O)cc4)c3c2)C1";"JRYAGJPZWUIIBI-JOCHJYFZSA-N"
"CHEMBL3700527";"";"";"Small molecule";"";"415.48";"1";"1";"4.08";"99.69";"7";"2";"0";"4";"N";"0.46";"4.27";"3.29";"3.38";"2.02";"5";"MOL";"-1";"30";"8";"2";"0";"415.1215";"-2.24";"ACID";"C21H17N7OS";"CN(C)C(=O)c1cccc(Nc2nc3cc(-c4nnn[nH]4)ccc3c3sccc23)c1";"NNSVFWYQCUGRHK-UHFFFAOYSA-N"
"CHEMBL3968921";"";"";"Small molecule";"";"396.47";"1";"1";"3.17";"93.95";"6";"1";"0";"7";"N";"0.62";"13.63";"4.84";"2.61";"2.61";"3";"MOL";"-1";"28";"7";"1";"0";"396.1256";"-1.82";"NEUTRAL";"C20H20N4O3S";"CCCn1cc(S(=O)(=O)c2ccc(NC(=O)/C=C/c3cccnc3)cc2)cn1";"NNOFQVDLLONKAU-BJMVGYQFSA-N"
"CHEMBL1269896";"";"";"Small molecule";"";"430.49";"11";"15";"4.85";"74.45";"7";"0";"0";"6";"N";"0.25";"None";"None";"5.30";"5.30";"4";"MOL";"-1";"31";"6";"0";"0";"430.0987";"-1.21";"NEUTRAL";"C24H18N2O4S";"COc1ccc(C(=O)OCC#CCSc2nnc(-c3cccc4ccccc34)o2)cc1";"PYNKKMZSVFDYAC-UHFFFAOYSA-N"
"CHEMBL5092939";"";"";"Unknown";"";"447.92";"1";"1";"0.95";"99.18";"5";"2";"0";"5";"N";"0.65";"12.10";"None";"0.06";"0.06";"1";"MOL";"-1";"31";"8";"2";"0";"447.1561";"-1.16";"NEUTRAL";"C22H26ClN3O5";"C#CC(=O)N(c1cccc(Cl)c1)C1(C(=O)NCC(=O)N2CCCC(O)C2)CCOCC1";"KGDDFQPWOWMNPW-UHFFFAOYSA-N"
"CHEMBL5082717";"";"";"Unknown";"";"365.43";"1";"1";"2.60";"95.66";"4";"3";"0";"4";"N";"0.57";"9.28";"3.98";"2.23";"2.23";"2";"MOL";"-1";"27";"6";"4";"0";"365.1739";"-0.94";"NEUTRAL";"C21H23N3O3";"C#CC(=O)N(c1ccc(O)cc1)C(C(=O)NC(C)(C)C)c1cccc(N)c1";"DYHJUCPNRIXPGU-UHFFFAOYSA-N"
"CHEMBL5082222";"";"";"Unknown";"";"428.51";"1";"1";"1.54";"135.59";"5";"3";"0";"5";"N";"0.49";"10.20";"4.08";"1.14";"1.14";"2";"MOL";"-1";"30";"8";"5";"0";"428.1518";"-1.40";"NEUTRAL";"C21H24N4O4S";"C#CC(=O)N(c1ccc(S(N)(=O)=O)cc1)C(C(=O)NC(C)(C)C)c1ccc(N)cc1";"NEQMKWUFJFBZQD-UHFFFAOYSA-N"
"CHEMBL5072784";"";"";"Unknown";"";"494.96";"4";"5";"4.46";"124.67";"9";"4";"0";"5";"N";"0.32";"7.88";"4.13";"3.60";"3.48";"4";"MOL";"-1";"34";"9";"4";"0";"494.0928";"-1.39";"NEUTRAL";"C23H19ClN6O3S";"CC1=C(C(=O)Nc2nc(CO)cs2)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1";"POJNYOBGKKERSM-UHFFFAOYSA-N"
"CHEMBL35820";"";"";"Small molecule";"";"388.26";"256";"543";"4.93";"56.27";"5";"1";"0";"6";"N";"0.65";"None";"4.64";"4.63";"4.63";"3";"MOL";"-1";"24";"5";"1";"0";"387.0582";"-1.16";"NEUTRAL";"C18H18BrN3O2";"CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC";"YXOXHAUUTIOBDA-UHFFFAOYSA-N"
"CHEMBL3695708";"";"";"Small molecule";"";"462.94";"1";"1";"3.05";"112.23";"6";"2";"0";"5";"N";"0.47";"7.76";"None";"2.99";"2.84";"4";"MOL";"-1";"30";"8";"2";"0";"462.0223";"-2.54";"NEUTRAL";"C19H15ClN4O4S2";"CN(CC(=O)Nc1nc2ccc(Cl)cc2s1)S(=O)(=O)c1ccc2[nH]c(=O)ccc2c1";"KQODEWWFTJHAAI-UHFFFAOYSA-N"
"CHEMBL3941340";"";"";"Small molecule";"";"572.70";"1";"1";"4.97";"121.85";"10";"3";"1";"7";"N";"0.25";"8.26";"10.06";"3.24";"2.42";"5";"MOL";"-1";"41";"11";"3";"2";"572.2318";"-1.70";"BASE";"C29H32N8O3S";"CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3nc(OCCN5C[C@@H]6C[C@H]5CN6)ccc34)cc2)no1";"IYHKDIZOWVUTEO-PMACEKPBSA-N"
"CHEMBL3683759";"";"";"Small molecule";"";"610.78";"1";"1";"3.47";"151.06";"7";"4";"1";"15";"N";"0.19";"13.91";"2.06";"3.56";"3.56";"3";"MOL";"-1";"43";"10";"5";"1";"610.2825";"-0.78";"NEUTRAL";"C32H42N4O6S";"CCCNC(=O)c1cc(N)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)c1";"DYTDEPZGORNDPN-XZWHSSHBSA-N"
"CHEMBL3700512";"";"";"Small molecule";"";"356.35";"1";"2";"5.17";"62.22";"4";"2";"1";"3";"N";"0.53";"3.62";"1.44";"4.98";"1.65";"4";"MOL";"-1";"25";"4";"2";"1";"356.0431";"-1.58";"ACID";"C18H10F2N2O2S";"O=C(O)c1ccc2c(c1)nc(Nc1cc(F)cc(F)c1)c1ccsc12";"QSHOMSCEGYULCE-UHFFFAOYSA-N"
"CHEMBL3956608";"";"";"Small molecule";"";"513.69";"1";"1";"5.54";"86.27";"7";"1";"2";"9";"N";"0.23";"None";"10.21";"4.31";"0.59";"4";"MOL";"-1";"38";"7";"2";"2";"513.3104";"-0.59";"BASE";"C31H39N5O2";"CC(C)(C)OC(=O)Cn1c2ccccc2c2ccnc(CN(CCCCN)[C@H]3CCCc4cccnc43)c21";"DMDKSTXUAWRNLR-MHZLTWQESA-N"
"CHEMBL3958136";"";"";"Small molecule";"";"403.40";"2";"4";"1.25";"143.51";"7";"4";"0";"5";"N";"0.37";"7.24";"1.52";"0.27";"-0.11";"3";"MOL";"-1";"30";"10";"5";"0";"403.1393";"-1.35";"NEUTRAL";"C20H17N7O3";"NC(=O)c1cccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1";"OEJVZJDCQDIZGA-CHHVJCJISA-N"
"CHEMBL3901111";"";"";"Small molecule";"";"543.67";"1";"1";"6.17";"71.33";"6";"0";"2";"8";"N";"0.22";"None";"8.12";"5.01";"4.21";"5";"MOL";"-1";"41";"7";"0";"2";"543.2634";"-0.73";"NEUTRAL";"C34H33N5O2";"CCN(Cc1nccc2c3ccccc3n(CCCN3C(=O)c4ccccc4C3=O)c12)[C@H]1CCCc2cccnc21";"KHGMLCBVTVUVMO-PMERELPUSA-N"
"CHEMBL3908943";"";"";"Small molecule";"";"480.96";"2";"2";"3.20";"115.69";"8";"4";"0";"6";"N";"0.32";"7.23";"8.95";"0.24";"0.10";"3";"MOL";"-1";"34";"10";"4";"0";"480.1789";"-1.50";"BASE";"C23H25ClN8O2";"CCN1CCC(Nc2cc(Nc3cccc(Cl)c3)nc3c(/C=C4\NC(=O)NC4=O)cnn23)CC1";"QUYPCSPJAVHSEC-ZDLGFXPLSA-N"
"CHEMBL3629438";"";"";"Small molecule";"";"435.53";"6";"10";"5.15";"83.47";"5";"2";"1";"6";"N";"0.41";"7.77";"None";"5.17";"5.03";"4";"MOL";"-1";"30";"5";"2";"1";"435.0599";"-1.07";"NEUTRAL";"C23H17NO4S2";"O=C(c1cccc(O)c1)c1ccc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)s1";"ZWJIJXZDRXHGET-UHFFFAOYSA-N"
"CHEMBL3890039";"";"";"Small molecule";"";"511.67";"1";"1";"3.24";"92.31";"7";"2";"1";"9";"N";"0.36";"None";"9.28";"2.06";"-0.55";"4";"MOL";"-1";"38";"8";"3";"1";"511.3060";"-0.94";"BASE";"C30H37N7O";"NC(=O)Cn1c2ccccc2c2ccnc(CN(CCCN3CCNCC3)[C@H]3CCCc4cccnc43)c21";"KSQLGAFWFIKFHD-MHZLTWQESA-N"
"CHEMBL3937981";"";"";"Small molecule";"";"367.76";"1";"2";"3.60";"54.88";"3";"1";"0";"2";"N";"0.65";"None";"0.70";"3.60";"3.60";"2";"MOL";"-1";"25";"4";"1";"0";"367.0699";"-1.21";"NEUTRAL";"C17H13ClF3N3O";"CC(C)(NC(=O)c1ccc(C#Cc2ccnc(Cl)c2)cn1)C(F)(F)F";"IHNZWKAGAISFBH-UHFFFAOYSA-N"
"CHEMBL3704899";"";"";"Small molecule";"";"329.40";"1";"3";"3.46";"66.84";"4";"1";"0";"5";"N";"0.39";"7.28";"None";"3.45";"3.09";"1";"MOL";"-1";"24";"5";"1";"0";"329.1627";"0.77";"NEUTRAL";"C19H23NO4";"CC(C)=CCOc1ccc(C2C(=O)N(O)C(=O)/C2=C\C(C)C)cc1";"CIBYRBNESSOEJP-WJDWOHSUSA-N"
"CHEMBL3949441";"";"";"Small molecule";"";"431.46";"2";"2";"1.79";"129.52";"7";"4";"0";"6";"N";"0.35";"7.24";"1.56";"0.36";"-0.02";"3";"MOL";"-1";"32";"10";"4";"0";"431.1706";"-1.28";"NEUTRAL";"C22H21N7O3";"CC(=O)NCc1cccc(-c2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)c1";"ASNXFJCARDJHCO-LSCVHKIXSA-N"
"CHEMBL3691691";"";"";"Small molecule";"";"532.67";"1";"1";"3.64";"98.82";"5";"2";"1";"6";"N";"0.51";"8.83";"3.85";"4.07";"4.06";"3";"MOL";"-1";"38";"8";"2";"1";"532.2144";"-1.46";"NEUTRAL";"C29H32N4O4S";"Cc1ccc(N2CCN(C(=O)C(NS(=O)(=O)c3ccc4c(c3)CCC(=O)N4)c3ccccc3)CC2C)cc1";"VWQNIASRAKITME-UHFFFAOYSA-N"
"CHEMBL3966703";"";"";"Small molecule";"";"434.85";"1";"1";"2.75";"136.24";"8";"4";"0";"5";"N";"0.36";"7.24";"2.62";"1.88";"1.50";"3";"MOL";"-1";"31";"10";"4";"0";"434.1006";"-1.62";"NEUTRAL";"C20H15ClN8O2";"N#Cc1ccc(Nc2cc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)cc1Cl";"BUAVALKGZXJFBC-WCSRMQSCSA-N"
"CHEMBL3959059";"";"";"Small molecule";"";"475.51";"2";"2";"1.33";"137.81";"10";"4";"0";"7";"N";"0.29";"7.24";"2.25";"1.06";"0.68";"3";"MOL";"-1";"35";"12";"4";"1";"475.2080";"-1.39";"NEUTRAL";"C23H25N9O3";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NCc4ccccc4N4CCOCC4)nc23)N1";"DKFMCHQICTWLRQ-BOPFTXTBSA-N"
"CHEMBL3906531";"";"";"Small molecule";"";"411.37";"1";"1";"2.51";"112.45";"7";"4";"0";"5";"N";"0.38";"7.24";"1.39";"1.70";"1.33";"3";"MOL";"-1";"30";"9";"4";"0";"411.1255";"-1.43";"NEUTRAL";"C19H15F2N7O2";"O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)cc(Nc4cccc(F)c4F)nc23)N1";"SXRSDJLSTQLFSM-MLPAPPSSSA-N"
"CHEMBL3903748";"";"";"Small molecule";"";"499.53";"2";"2";"0.97";"172.90";"11";"5";"1";"9";"N";"0.19";"7.24";"2.27";"0.14";"-0.24";"2";"MOL";"-1";"36";"14";"5";"1";"499.2292";"-0.99";"NEUTRAL";"C22H29N9O5";"COCCOC(=O)N[C@H]1CC[C@H](Nc2nc(NC3CC3)n3ncc(/C=C4\NC(=O)NC4=O)c3n2)CC1";"MXBPDWFIVWCZNK-JEHBBDIFSA-N"
